#Data,
#Attribution: IMD - India Meteorological Department  http://www.imd.gov.in/,
date,pm25
1/20/2018 7:00,390
1/20/2018 6:00,382
1/20/2018 5:00,355
1/20/2018 4:00,410
1/20/2018 3:00,416
1/20/2018 2:00,367
1/20/2018 1:00,356
1/20/2018 0:00,415
1/19/2018 23:00,435
1/19/2018 22:00,455
1/19/2018 21:00,418
1/19/2018 20:00,361
1/19/2018 19:00,246
1/19/2018 18:00,267
1/19/2018 17:00,286
1/19/2018 16:00,321
1/19/2018 15:00,321
1/19/2018 14:00,310
1/19/2018 13:00,330
1/19/2018 12:00,351
1/19/2018 11:00,365
1/19/2018 10:00,362
1/19/2018 9:00,413
1/19/2018 8:00,446
1/19/2018 7:00,471
1/19/2018 6:00,409
1/19/2018 5:00,402
1/19/2018 4:00,433
1/19/2018 3:00,412
1/19/2018 2:00,440
1/19/2018 1:00,443
1/19/2018 0:00,478
1/18/2018 23:00,486
1/18/2018 22:00,410
1/18/2018 21:00,382
1/18/2018 20:00,334
1/18/2018 19:00,326
1/18/2018 18:00,317
1/18/2018 17:00,238
1/18/2018 16:00,262
1/18/2018 15:00,198
1/18/2018 14:00,220
1/18/2018 13:00,180
1/18/2018 12:00,313
1/18/2018 11:00,388
1/18/2018 10:00,413
1/18/2018 9:00,368
1/18/2018 8:00,386
1/18/2018 7:00,398
1/18/2018 6:00,380
1/18/2018 5:00,398
1/18/2018 4:00,400
1/18/2018 3:00,419
1/18/2018 2:00,423
1/18/2018 1:00,398
1/18/2018 0:00,389
1/17/2018 23:00,375
1/17/2018 22:00,383
1/17/2018 21:00,378
1/17/2018 20:00,369
1/17/2018 19:00,330
1/17/2018 18:00,308
1/17/2018 17:00,189
1/17/2018 16:00,288
1/17/2018 15:00,310
1/17/2018 14:00,311
1/17/2018 13:00,334
1/17/2018 12:00,368
1/17/2018 11:00,346
1/17/2018 10:00,357
1/17/2018 9:00,349
1/17/2018 8:00,365
1/17/2018 7:00,384
1/17/2018 6:00,393
1/17/2018 5:00,335
1/17/2018 4:00,363
1/17/2018 3:00,367
1/17/2018 2:00,317
1/17/2018 1:00,374
1/17/2018 0:00,389
1/16/2018 23:00,411
1/16/2018 22:00,325
1/16/2018 21:00,307
1/16/2018 20:00,263
1/16/2018 19:00,136
1/16/2018 18:00,98
1/16/2018 17:00,85
1/16/2018 16:00,104
1/16/2018 15:00,101
1/16/2018 14:00,90
1/16/2018 13:00,165
1/16/2018 12:00,265
1/16/2018 11:00,224
1/16/2018 10:00,134
1/16/2018 9:00,94
1/16/2018 8:00,114
1/16/2018 7:00,264
1/16/2018 6:00,259
1/16/2018 5:00,180
1/16/2018 4:00,143
1/16/2018 3:00,226
1/16/2018 2:00,195
1/16/2018 1:00,293
1/16/2018 0:00,352
1/15/2018 23:00,319
1/15/2018 22:00,262
1/15/2018 21:00,266
1/15/2018 20:00,311
1/15/2018 19:00,305
1/15/2018 18:00,230
1/15/2018 17:00,57
1/15/2018 16:00,54
1/15/2018 15:00,30
1/15/2018 14:00,14
1/15/2018 13:00,82
1/15/2018 12:00,159
1/15/2018 11:00,317
1/15/2018 10:00,331
1/15/2018 9:00,330
1/15/2018 8:00,317
1/15/2018 7:00,295
1/15/2018 6:00,359
1/15/2018 5:00,430
1/15/2018 4:00,373
1/15/2018 3:00,347
1/15/2018 2:00,390
1/15/2018 1:00,405
1/15/2018 0:00,401
1/14/2018 23:00,394
1/14/2018 22:00,335
1/14/2018 21:00,303
1/14/2018 20:00,202
1/14/2018 19:00,163
1/14/2018 18:00,87
1/14/2018 17:00,75
1/14/2018 16:00,86
1/14/2018 15:00,104
1/14/2018 14:00,106
1/14/2018 13:00,162
1/14/2018 12:00,188
1/14/2018 11:00,304
1/14/2018 10:00,315
1/14/2018 9:00,261
1/14/2018 8:00,245
1/14/2018 7:00,293
1/14/2018 6:00,166
1/14/2018 5:00,325
1/14/2018 4:00,410
1/14/2018 3:00,433
1/14/2018 2:00,452
1/14/2018 1:00,399
1/14/2018 0:00,405
1/13/2018 23:00,413
1/13/2018 22:00,365
1/13/2018 21:00,316
1/13/2018 20:00,194
1/13/2018 19:00,145
1/13/2018 18:00,97
1/13/2018 17:00,140
1/13/2018 16:00,272
1/13/2018 15:00,124
1/13/2018 14:00,175
1/13/2018 13:00,189
1/13/2018 12:00,318
1/13/2018 11:00,350
1/13/2018 10:00,335
1/13/2018 9:00,381
1/13/2018 8:00,400
1/13/2018 7:00,395
1/13/2018 6:00,355
1/13/2018 5:00,352
1/13/2018 4:00,353
1/13/2018 3:00,392
1/13/2018 2:00,425
1/13/2018 1:00,390
1/13/2018 0:00,384
1/12/2018 23:00,399
1/12/2018 22:00,402
1/12/2018 21:00,317
1/12/2018 20:00,215
1/12/2018 19:00,207
1/12/2018 18:00,151
1/12/2018 17:00,67
1/12/2018 16:00,164
1/12/2018 15:00,139
1/12/2018 14:00,230
1/12/2018 13:00,240
1/12/2018 12:00,280
1/12/2018 11:00,236
1/12/2018 10:00,256
1/12/2018 9:00,223
1/12/2018 8:00,254
1/12/2018 7:00,322
1/12/2018 6:00,256
1/12/2018 5:00,242
1/12/2018 4:00,328
1/12/2018 3:00,340
1/12/2018 2:00,334
1/12/2018 1:00,343
1/12/2018 0:00,347
1/11/2018 23:00,340
1/11/2018 22:00,286
1/11/2018 21:00,260
1/11/2018 20:00,244
1/11/2018 19:00,161
1/11/2018 18:00,73
1/11/2018 17:00,80
1/11/2018 16:00,122
1/11/2018 15:00,117
1/11/2018 14:00,94
1/11/2018 13:00,145
1/11/2018 12:00,278
1/11/2018 11:00,308
1/11/2018 10:00,309
1/11/2018 9:00,241
1/11/2018 8:00,315
1/11/2018 7:00,337
1/11/2018 6:00,279
1/11/2018 5:00,314
1/11/2018 4:00,326
1/11/2018 3:00,340
1/11/2018 2:00,360
1/11/2018 1:00,368
1/11/2018 0:00,363
1/10/2018 23:00,375
1/10/2018 22:00,386
1/10/2018 21:00,390
1/10/2018 20:00,347
1/10/2018 19:00,211
1/10/2018 18:00,134
1/10/2018 17:00,103
1/10/2018 16:00,103
1/10/2018 15:00,134
1/10/2018 14:00,126
1/10/2018 13:00,237
1/10/2018 12:00,312
1/10/2018 11:00,311
1/10/2018 10:00,309
1/10/2018 9:00,298
1/10/2018 8:00,305
1/10/2018 7:00,342
1/10/2018 6:00,332
1/10/2018 5:00,374
1/10/2018 4:00,414
1/10/2018 3:00,401
1/10/2018 2:00,393
1/10/2018 1:00,329
1/10/2018 0:00,368
1/9/2018 23:00,320
1/9/2018 22:00,369
1/9/2018 21:00,377
1/9/2018 20:00,345
1/9/2018 19:00,307
1/9/2018 18:00,295
1/9/2018 17:00,230
1/9/2018 16:00,155
1/9/2018 15:00,131
1/9/2018 14:00,130
1/9/2018 13:00,229
1/9/2018 12:00,322
1/9/2018 11:00,372
1/9/2018 10:00,373
1/9/2018 9:00,313
1/9/2018 8:00,328
1/9/2018 7:00,370
1/9/2018 6:00,355
1/9/2018 5:00,389
1/9/2018 4:00,425
1/9/2018 3:00,471
1/9/2018 2:00,407
1/9/2018 1:00,422
1/9/2018 0:00,403
1/8/2018 23:00,375
1/8/2018 22:00,407
1/8/2018 21:00,397
1/8/2018 20:00,235
1/8/2018 19:00,120
1/8/2018 18:00,83
1/8/2018 17:00,82
1/8/2018 16:00,94
1/8/2018 15:00,55
1/8/2018 14:00,65
1/8/2018 13:00,224
1/8/2018 12:00,317
1/8/2018 11:00,342
1/8/2018 10:00,339
1/8/2018 9:00,280
1/8/2018 8:00,289
1/8/2018 7:00,340
1/8/2018 6:00,334
1/8/2018 5:00,355
1/8/2018 4:00,344
1/8/2018 3:00,356
1/8/2018 2:00,349
1/8/2018 1:00,323
1/8/2018 0:00,334
1/7/2018 23:00,374
1/7/2018 22:00,404
1/7/2018 21:00,398
1/7/2018 20:00,301
1/7/2018 19:00,106
1/7/2018 18:00,86
1/7/2018 17:00,76
1/7/2018 16:00,77
1/7/2018 15:00,58
1/7/2018 14:00,79
1/7/2018 13:00,242
1/7/2018 12:00,260
1/7/2018 11:00,225
1/7/2018 10:00,169
1/7/2018 9:00,322
1/7/2018 8:00,348
1/7/2018 7:00,388
1/7/2018 6:00,375
1/7/2018 5:00,364
1/7/2018 4:00,308
1/7/2018 3:00,354
1/7/2018 2:00,412
1/7/2018 1:00,370
1/7/2018 0:00,431
1/6/2018 23:00,452
1/6/2018 22:00,403
1/6/2018 21:00,348
1/6/2018 20:00,322
1/6/2018 19:00,245
1/6/2018 18:00,250
1/6/2018 17:00,327
1/6/2018 16:00,356
1/6/2018 15:00,415
1/6/2018 14:00,398
1/6/2018 13:00,353
1/6/2018 12:00,345
1/6/2018 11:00,320
1/6/2018 10:00,318
1/6/2018 9:00,327
1/6/2018 8:00,371
1/6/2018 7:00,359
1/6/2018 6:00,345
1/6/2018 5:00,357
1/6/2018 4:00,346
1/6/2018 3:00,241
1/6/2018 2:00,346
1/6/2018 1:00,410
1/6/2018 0:00,409
1/5/2018 23:00,412
1/5/2018 22:00,386
1/5/2018 21:00,375
1/5/2018 20:00,368
1/5/2018 19:00,358
1/5/2018 18:00,379
1/5/2018 17:00,414
1/5/2018 16:00,170
1/5/2018 15:00,171
1/5/2018 14:00,294
1/5/2018 13:00,341
1/5/2018 12:00,359
1/5/2018 11:00,354
1/5/2018 10:00,320
1/5/2018 9:00,319
1/5/2018 8:00,323
1/5/2018 7:00,335
1/5/2018 6:00,326
1/5/2018 5:00,353
1/5/2018 4:00,341
1/5/2018 3:00,329
1/5/2018 2:00,346
1/5/2018 1:00,391
1/5/2018 0:00,437
1/4/2018 23:00,420
1/4/2018 22:00,409
1/4/2018 21:00,376
1/4/2018 20:00,387
1/4/2018 19:00,393
1/4/2018 18:00,416
1/4/2018 17:00,470
1/4/2018 16:00,364
1/4/2018 15:00,345
1/4/2018 14:00,388
1/4/2018 13:00,399
1/4/2018 12:00,325
1/4/2018 11:00,305
1/4/2018 10:00,190
1/4/2018 9:00,158
1/4/2018 8:00,178
1/4/2018 7:00,204
1/4/2018 6:00,170
1/4/2018 5:00,171
1/4/2018 4:00,150
1/4/2018 3:00,143
1/4/2018 2:00,301
1/4/2018 1:00,329
1/4/2018 0:00,373
1/3/2018 23:00,316
1/3/2018 22:00,315
1/3/2018 21:00,333
1/3/2018 20:00,393
1/3/2018 19:00,361
1/3/2018 18:00,367
1/3/2018 17:00,364
1/3/2018 16:00,375
1/3/2018 15:00,334
1/3/2018 14:00,343
1/3/2018 13:00,365
1/3/2018 12:00,359
1/3/2018 11:00,338
1/3/2018 10:00,321
1/3/2018 9:00,301
1/3/2018 8:00,300
1/3/2018 7:00,316
1/3/2018 6:00,310
1/3/2018 5:00,311
1/3/2018 4:00,321
1/3/2018 3:00,346
1/3/2018 2:00,324
1/3/2018 1:00,360
1/3/2018 0:00,362
1/2/2018 23:00,439
1/2/2018 22:00,445
1/2/2018 21:00,423
1/2/2018 20:00,365
1/2/2018 19:00,356
1/2/2018 18:00,357
1/2/2018 17:00,333
1/2/2018 16:00,351
1/2/2018 15:00,380
1/2/2018 14:00,404
1/2/2018 13:00,365
1/2/2018 12:00,367
1/2/2018 11:00,367
1/2/2018 10:00,348
1/2/2018 9:00,350
1/2/2018 8:00,364
1/2/2018 7:00,394
1/2/2018 6:00,384
1/2/2018 5:00,362
1/2/2018 4:00,337
1/2/2018 3:00,342
1/2/2018 2:00,341
1/2/2018 1:00,446
1/2/2018 0:00,492
1/1/2018 23:00,448
1/1/2018 22:00,438
1/1/2018 21:00,444
1/1/2018 20:00,472
1/1/2018 19:00,480
1/1/2018 18:00,386
1/1/2018 17:00,301
1/1/2018 16:00,320
1/1/2018 15:00,330
1/1/2018 14:00,420
1/1/2018 13:00,426
1/1/2018 12:00,411
1/1/2018 11:00,382
1/1/2018 10:00,336
1/1/2018 9:00,332
1/1/2018 8:00,371
1/1/2018 7:00,380
1/1/2018 6:00,404
1/1/2018 5:00,449
1/1/2018 4:00,470
1/1/2018 3:00,466
1/1/2018 2:00,417
1/1/2018 1:00,414
1/1/2018 0:00,423
